"id" "sexo" "edad" "monitor" "v01" "v02" "v03" "v04" "v05" "v06" "v07" "v08" "v09" "v10"
"374" 374 "Mujer" 75 1 3 3 3 2 5 3 1 1 5 4
"375" 375 "Hombre" 85 7 1 3 4 2 1 5 4 5 5 1
"376" 376 "Mujer" 82 13 5 3 5 3 1 4 5 2 4 1
"377" 377 "Mujer" 65 20 5 2 1 2 4 3 2 3 3 4
"378" 378 "Hombre" 73 5 5 5 1 3 2 4 2 2 2 1
"379" 379 "Mujer" 78 17 1 2 4 4 2 4 1 5 4 2
"380" 380 "Mujer" 81 12 3 5 2 1 3 1 5 4 1 1
"381" 381 "Mujer" 70 9 3 1 4 2 5 4 3 1 5 5
"382" 382 "Hombre" 74 13 4 1 3 1 1 3 4 5 2 2
"383" 383 "Hombre" 73 6 3 1 2 3 5 1 1 2 3 3
"384" 384 "Hombre" 72 6 4 4 1 4 3 1 5 2 1 4
"385" 385 "Mujer" 72 3 4 2 1 3 5 3 2 3 5 3
"386" 386 "Mujer" 84 17 4 1 2 4 1 1 5 1 3 1
"387" 387 "Mujer" 71 19 NA 2 4 3 4 1 4 2 1 4
"388" 388 "Mujer" 81 12 5 5 3 1 1 5 1 1 3 1
"389" 389 "Hombre" 75 8 2 1 4 3 4 2 4 1 5 2
"390" 390 "Hombre" 85 5 2 1 4 5 3 2 1 5 5 2
"391" 391 "Hombre" 64 6 4 1 3 2 5 2 1 1 4 4
"392" 392 "Mujer" 60 20 NA 1 3 5 3 4 5 5 1 5
"393" 393 "Mujer" 70 4 3 3 1 4 1 4 2 1 4 2
"394" 394 "Mujer" 68 3 1 1 1 4 3 2 4 5 1 5
"395" 395 "Mujer" 83 18 5 5 5 5 4 3 2 1 5 5
"396" 396 "Mujer" 61 8 2 1 5 4 3 1 5 5 3 5
"397" 397 "Hombre" 72 5 NA 1 5 2 1 2 3 4 3 5
"398" 398 "Hombre" 83 16 3 2 2 1 4 2 5 3 4 1
"399" 399 "Mujer" 75 17 NA 1 1 2 2 1 2 3 4 2
"400" 400 "Mujer" 61 17 4 2 2 3 3 3 5 5 3 2
"401" 401 "Hombre" 66 19 1 1 1 3 2 1 3 3 4 3
"402" 402 "Hombre" 62 1 NA 5 4 5 1 1 5 4 2 1
"403" 403 "Mujer" 70 14 5 1 3 4 1 2 4 2 3 5
"404" 404 "Mujer" 78 18 4 5 5 4 5 4 5 3 1 1
"405" 405 "Hombre" 68 5 3 1 1 1 4 1 1 2 2 1
"406" 406 "Hombre" 82 17 4 2 3 2 4 3 1 4 2 2
"407" 407 "Mujer" 68 10 2 4 2 1 5 2 4 3 4 5
"408" 408 "Hombre" 60 15 4 1 4 2 5 3 3 3 4 5
"409" 409 "Hombre" 84 16 2 4 3 2 1 5 1 1 5 4
"410" 410 "Hombre" 62 10 3 2 5 1 5 3 2 1 2 1
"411" 411 "Mujer" 74 16 4 4 5 1 5 3 5 4 2 4
"412" 412 "Mujer" 78 6 5 5 1 4 2 4 1 2 4 1
"413" 413 "Mujer" 72 7 3 2 2 3 3 4 4 2 4 1
"414" 414 "Hombre" 66 6 1 4 1 3 1 3 3 2 5 4
"415" 415 "Hombre" 76 13 2 2 5 3 3 1 3 3 3 3
"416" 416 "Hombre" 69 10 3 4 2 5 2 3 4 5 2 3
"417" 417 "Mujer" 71 7 2 2 4 2 3 1 1 2 5 1
"418" 418 "Hombre" 62 16 NA 2 1 4 1 1 4 5 3 5
"419" 419 "Hombre" 74 9 3 3 1 5 1 2 4 3 1 2
"420" 420 "Mujer" 71 2 NA 4 2 4 3 2 2 1 3 3
"421" 421 "Hombre" 82 19 3 4 4 1 3 1 3 2 1 2
"422" 422 "Mujer" 61 8 4 5 1 2 5 2 1 2 5 1
"423" 423 "Mujer" 72 11 2 4 4 3 1 1 5 1 2 2
"424" 424 "Mujer" 76 17 2 2 2 5 5 3 2 2 1 2
"425" 425 "Mujer" 75 19 4 1 2 3 5 4 2 5 4 5
"426" 426 "Mujer" 74 19 NA 3 5 1 3 1 3 1 2 3
"427" 427 "Mujer" 60 3 1 3 4 3 4 4 1 5 4 4
"428" 428 "Hombre" 72 12 NA 2 4 3 1 4 3 2 2 5
"429" 429 "Hombre" 82 5 2 1 1 3 3 2 3 4 5 5
"430" 430 "Hombre" 77 12 4 3 5 2 2 4 1 2 5 2
"431" 431 "Hombre" 67 17 5 3 3 1 5 4 3 5 2 5
"432" 432 "Mujer" 75 1 NA 2 4 2 2 2 1 1 3 5
"433" 433 "Mujer" 70 4 3 2 3 2 5 5 4 5 3 1
"434" 434 "Hombre" 63 12 1 1 4 1 5 5 3 2 1 3
"435" 435 "Mujer" 64 3 1 1 5 1 1 2 3 5 1 1
"436" 436 "Mujer" 78 4 4 4 4 5 1 5 5 5 2 1
"437" 437 "Hombre" 80 20 4 1 4 2 3 3 3 2 1 3
"438" 438 "Mujer" 81 17 2 5 4 5 3 3 4 2 5 1
"439" 439 "Mujer" 85 19 3 5 1 1 2 5 5 1 3 4
"440" 440 "Mujer" 61 5 2 2 5 5 5 4 4 5 5 1
"441" 441 "Mujer" 80 9 3 3 5 2 5 5 5 1 1 2
"442" 442 "Mujer" 76 18 3 5 4 2 4 4 3 3 5 5
"443" 443 "Hombre" 73 1 4 3 2 1 4 3 3 5 1 3
"444" 444 "Mujer" 62 9 NA 5 5 5 1 5 3 2 2 4
"445" 445 "Mujer" 79 11 2 3 4 1 5 3 2 4 1 2
"446" 446 "Hombre" 69 12 NA 3 5 2 4 4 5 5 4 1
"447" 447 "Hombre" 85 5 3 3 3 3 2 4 2 1 3 5
"448" 448 "Mujer" 81 13 3 2 2 5 4 5 4 2 3 5
"449" 449 "Mujer" 75 20 4 4 5 3 2 5 2 5 5 5
"450" 450 "Hombre" 67 11 4 3 3 2 2 2 1 4 4 1
"451" 451 "Mujer" 71 19 1 4 5 1 3 4 4 4 3 4
"452" 452 "Mujer" 67 13 1 4 5 5 1 2 4 3 1 1
"453" 453 "Mujer" 64 19 NA 1 4 5 1 3 4 1 4 4
"454" 454 "Mujer" 71 12 5 5 5 2 1 5 4 3 4 2
"455" 455 "Hombre" 80 17 2 5 1 1 5 3 1 1 3 1
"456" 456 "Hombre" 67 15 NA 1 4 4 2 2 1 3 3 4
"457" 457 "Hombre" 60 12 2 3 3 1 2 4 3 3 2 1
"458" 458 "Hombre" 62 10 4 1 4 4 4 4 3 4 1 1
"459" 459 "Hombre" 71 5 3 5 2 5 4 5 4 1 4 2
"460" 460 "Hombre" 65 15 4 4 2 2 4 1 5 2 1 2
"461" 461 "Mujer" 76 15 5 3 2 2 2 1 2 1 2 3
"462" 462 "Hombre" 85 12 5 2 4 1 3 3 3 1 5 1
"463" 463 "Hombre" 69 8 3 3 1 4 3 1 1 2 2 3
"464" 464 "Mujer" 73 4 NA 5 4 5 4 5 5 4 2 4
"465" 465 "Mujer" 76 2 4 1 2 5 2 5 4 5 3 3
"466" 466 "Mujer" 69 4 NA 5 2 5 5 1 3 4 1 4
"467" 467 "Mujer" 81 6 4 3 3 1 5 5 1 3 4 2
"468" 468 "Mujer" 66 13 NA 2 5 4 3 1 3 3 1 3
"469" 469 "Mujer" 61 15 4 5 5 2 4 5 3 5 1 2
"470" 470 "Hombre" 79 6 5 4 1 2 2 1 2 2 1 2
"471" 471 "Hombre" 61 15 1 3 1 2 2 1 4 2 4 4
"472" 472 "Mujer" 66 2 2 4 3 3 1 3 1 3 4 2
"473" 473 "Mujer" 69 11 1 2 4 2 3 2 5 1 1 1
"474" 474 "Mujer" 78 15 2 1 4 5 5 5 1 2 1 2
"475" 475 "Mujer" 66 16 3 2 5 2 2 2 1 2 1 2
"476" 476 "Hombre" 72 15 4 5 3 3 5 5 5 2 4 2
"477" 477 "Hombre" 69 6 5 3 5 4 2 1 1 2 5 5
"478" 478 "Mujer" 82 5 NA 5 2 2 3 4 2 2 1 5
"479" 479 "Mujer" 61 13 4 2 4 1 3 1 4 4 2 5
"480" 480 "Mujer" 68 10 2 5 4 5 4 2 2 4 1 5
"481" 481 "Mujer" 79 9 3 3 1 2 2 3 2 3 1 1
"482" 482 "Mujer" 70 1 3 2 5 4 5 2 5 2 4 5
"483" 483 "Mujer" 62 1 4 4 3 2 4 2 1 4 4 3
"484" 484 "Hombre" 62 13 NA 2 4 5 4 4 4 2 1 4
"485" 485 "Mujer" 69 19 3 1 1 3 3 3 3 5 4 3
"486" 486 "Mujer" 84 10 1 4 5 5 2 2 2 3 5 3
"487" 487 "Mujer" 85 4 1 4 4 1 4 2 5 1 2 3
"488" 488 "Mujer" 62 16 5 1 4 4 2 4 4 3 2 5
"489" 489 "Mujer" 79 2 1 4 2 4 4 5 4 3 5 3
"490" 490 "Mujer" 76 3 2 3 4 1 4 3 4 5 1 1
"491" 491 "Mujer" 61 11 1 2 1 5 5 4 5 4 3 5
"492" 492 "Hombre" 60 17 1 4 1 3 2 5 1 5 2 2
"493" 493 "Hombre" 70 9 2 1 1 2 4 4 4 3 2 5
"494" 494 "Hombre" 74 6 5 5 1 5 2 2 5 2 5 3
"495" 495 "Mujer" 77 3 2 1 2 5 4 4 1 1 5 5
"496" 496 "Hombre" 64 11 4 4 3 4 2 4 5 1 2 3
"497" 497 "Hombre" 81 11 2 1 5 4 1 4 3 5 5 1
"498" 498 "Hombre" 60 18 4 3 5 1 5 4 3 4 3 4
"499" 499 "Mujer" 83 7 3 1 1 2 3 2 2 4 5 4
"500" 500 "Hombre" 82 16 1 5 1 5 1 5 3 3 2 3
"501" 501 "Mujer" 66 2 2 4 2 4 5 2 5 5 2 1
"502" 502 "Mujer" 82 3 1 3 2 4 1 2 3 3 1 2
"503" 503 "Hombre" 62 16 2 1 3 1 5 1 4 5 4 2
"504" 504 "Hombre" 73 11 2 3 3 5 5 5 5 2 4 1
"505" 505 "Hombre" 64 18 1 3 5 4 4 5 2 5 1 1
"506" 506 "Hombre" 62 3 4 1 3 4 4 5 4 4 1 4
"507" 507 "Hombre" 70 8 2 3 5 1 1 3 4 2 4 1
"508" 508 "Hombre" 84 5 NA 5 1 4 2 4 1 5 2 2
"509" 509 "Hombre" 81 16 5 1 5 2 5 1 4 3 1 4
"510" 510 "Mujer" 65 5 1 4 2 3 1 1 1 2 2 2
"511" 511 "Mujer" 78 16 2 3 4 4 5 3 3 1 1 1
"512" 512 "Hombre" 63 9 NA 4 2 1 5 3 1 3 5 4
"513" 513 "Hombre" 68 12 NA 1 1 4 4 3 2 1 1 1
"514" 514 "Hombre" 66 17 NA 4 5 1 5 3 1 1 3 2
"515" 515 "Mujer" 68 11 3 3 5 5 4 2 3 1 3 3
"516" 516 "Mujer" 66 18 2 1 2 2 5 4 5 5 4 3
"517" 517 "Hombre" 81 14 2 1 5 3 4 2 1 2 3 3
"518" 518 "Mujer" 67 2 2 2 3 5 2 4 1 5 4 1
"519" 519 "Mujer" 70 6 4 3 3 3 3 3 4 5 4 1
"520" 520 "Hombre" 72 9 2 5 3 3 3 5 5 4 3 4
"521" 521 "Hombre" 68 18 1 3 2 4 5 5 2 2 1 5
"522" 522 "Hombre" 63 17 NA 2 4 4 5 2 2 1 1 1
"523" 523 "Mujer" 62 13 1 5 5 4 4 4 4 5 2 2
"524" 524 "Hombre" 64 9 5 5 4 4 1 4 4 1 3 1
"525" 525 "Mujer" 66 10 NA 1 5 5 5 2 5 4 3 2
"526" 526 "Mujer" 69 7 2 2 4 5 5 3 2 3 1 1
"527" 527 "Hombre" 70 5 NA 4 1 2 3 3 2 1 2 2
"528" 528 "Mujer" 69 4 5 4 1 4 4 3 2 2 2 2
"529" 529 "Mujer" 82 17 NA 5 3 3 2 5 4 2 2 5
"530" 530 "Hombre" 73 13 NA 4 5 3 1 1 3 1 2 4
"531" 531 "Mujer" 65 7 NA 4 5 1 2 4 5 4 5 2
"532" 532 "Mujer" 69 11 1 2 5 2 1 5 2 1 3 1
"533" 533 "Mujer" 71 10 NA 4 4 3 4 1 5 2 1 3
"534" 534 "Hombre" 61 4 3 5 2 4 1 3 3 2 4 1
"535" 535 "Hombre" 80 16 1 5 2 3 2 1 5 2 4 5
"536" 536 "Hombre" 61 15 4 3 5 1 4 2 3 1 1 4
"537" 537 "Mujer" 67 14 5 3 2 2 1 1 3 3 2 4
"538" 538 "Hombre" 63 6 NA 3 1 4 3 3 4 1 4 2
"539" 539 "Mujer" 82 12 3 5 1 3 5 5 1 2 4 1
"540" 540 "Hombre" 68 15 1 4 1 3 5 1 3 1 5 2
"541" 541 "Hombre" 72 6 NA 5 2 1 5 5 2 3 3 3
"542" 542 "Hombre" 62 6 4 5 3 5 3 5 2 2 3 4
"543" 543 "Hombre" 72 3 NA 1 3 4 5 5 1 3 5 5
"544" 544 "Hombre" 63 19 2 5 4 2 2 4 4 5 4 3
"545" 545 "Mujer" 60 13 5 3 3 2 1 5 2 3 2 1
"546" 546 "Hombre" 65 6 1 5 2 4 3 3 2 1 2 4
"547" 547 "Hombre" 64 12 5 5 3 4 1 4 3 4 4 4
"548" 548 "Mujer" 66 4 3 1 4 5 5 1 4 3 5 1
"549" 549 "Mujer" 69 4 4 2 1 5 5 2 2 2 5 2
"550" 550 "Mujer" 60 13 NA 1 3 5 2 1 5 1 2 1
"551" 551 "Mujer" 70 10 NA 1 1 5 1 2 1 1 5 3
"552" 552 "Hombre" 85 1 2 3 4 3 2 1 5 3 1 3
"553" 553 "Mujer" 77 20 3 3 1 2 4 4 5 3 4 1
"554" 554 "Mujer" 60 8 5 1 4 4 2 1 2 1 4 2
"555" 555 "Mujer" 64 15 1 4 5 5 1 1 4 1 3 4
"556" 556 "Hombre" 76 4 NA 2 3 2 1 4 1 5 5 2
"557" 557 "Mujer" 62 18 4 3 5 2 2 3 5 5 4 1
"558" 558 "Hombre" 67 13 NA 4 5 1 4 2 5 1 4 4
"559" 559 "Mujer" 77 8 4 5 3 4 1 1 1 2 1 2
"560" 560 "Hombre" 76 18 2 3 5 2 1 1 4 5 4 3
"561" 561 "Hombre" 66 11 5 3 2 2 3 4 3 3 4 4
"562" 562 "Mujer" 61 13 5 3 4 4 1 4 5 4 4 1
"563" 563 "Mujer" 69 13 4 3 2 1 1 3 5 1 4 4
"564" 564 "Hombre" 65 1 5 1 3 2 3 4 5 2 5 5
"565" 565 "Hombre" 60 15 5 1 3 1 4 3 5 3 4 3
"566" 566 "Hombre" 77 1 3 3 2 3 3 2 3 4 4 3
"567" 567 "Mujer" 67 5 3 1 1 5 4 3 2 2 5 4
"568" 568 "Hombre" 67 13 1 2 2 5 3 2 4 1 5 3
"569" 569 "Mujer" 71 8 4 5 4 4 4 1 4 5 2 5
"570" 570 "Hombre" 74 19 NA 4 1 2 1 1 1 5 1 5
"571" 571 "Hombre" 85 19 4 5 1 5 4 2 1 2 1 2
"572" 572 "Hombre" 66 15 2 5 1 1 4 2 2 3 2 4
"573" 573 "Mujer" 67 17 3 5 2 5 5 1 5 4 3 3
"574" 574 "Hombre" 80 14 2 4 1 5 4 4 3 4 5 2
"575" 575 "Hombre" 69 4 1 5 5 4 4 4 1 5 1 1
"576" 576 "Hombre" 64 5 NA 1 3 1 1 3 3 5 1 1
"577" 577 "Mujer" 78 8 1 1 1 5 2 4 2 5 4 4
"578" 578 "Hombre" 75 4 4 4 1 4 1 1 4 3 4 5
"579" 579 "Mujer" 72 18 NA 2 1 5 4 2 1 3 4 2
"580" 580 "Mujer" 67 7 2 4 4 4 1 4 4 5 1 3
"581" 581 "Mujer" 80 7 NA 4 2 4 1 1 3 3 3 2
"582" 582 "Mujer" 61 3 4 2 4 4 1 5 1 1 5 5
"583" 583 "Mujer" 76 19 NA 3 1 2 5 4 4 4 4 1
"584" 584 "Mujer" 62 15 NA 4 3 3 5 4 2 5 2 4
"585" 585 "Mujer" 63 18 4 5 1 3 4 5 5 2 4 3
"586" 586 "Hombre" 84 17 5 5 2 4 5 1 2 3 1 4
"587" 587 "Mujer" 80 15 5 5 5 1 4 4 5 2 5 4
"588" 588 "Mujer" 60 19 4 4 5 3 4 4 5 2 3 2
"589" 589 "Hombre" 74 20 4 2 5 5 3 5 3 2 1 4
"590" 590 "Mujer" 71 12 2 1 2 4 2 2 2 1 4 3
"591" 591 "Mujer" 73 14 5 3 5 1 3 2 5 2 3 1
"592" 592 "Hombre" 74 1 NA 1 4 5 1 1 3 5 1 5
"593" 593 "Mujer" 61 16 1 4 2 4 3 4 2 2 1 4
"594" 594 "Mujer" 60 18 3 4 3 1 3 5 3 5 5 3
"595" 595 "Mujer" 68 13 5 4 5 5 4 1 3 4 3 3
"596" 596 "Mujer" 65 2 4 5 2 2 1 4 2 3 2 2
"597" 597 "Hombre" 85 16 3 5 2 2 5 4 2 5 4 3
"598" 598 "Mujer" 67 20 2 1 2 2 3 4 3 5 2 5
"599" 599 "Hombre" 63 16 NA 5 2 2 1 1 5 3 1 2
"600" 600 "Mujer" 67 11 4 3 3 4 5 2 3 1 2 2
"601" 601 "Mujer" 60 12 NA 4 4 4 3 4 2 5 4 1
"602" 602 "Mujer" 62 10 3 5 5 4 4 4 4 3 2 4
"603" 603 "Mujer" 63 6 5 1 2 3 3 5 3 2 3 3
"604" 604 "Hombre" 76 20 4 3 4 1 1 4 5 2 4 2
"605" 605 "Hombre" 72 18 2 2 2 1 5 1 3 1 4 3
"606" 606 "Mujer" 70 14 4 3 5 2 1 4 1 3 3 5
"607" 607 "Hombre" 60 10 5 3 1 1 3 2 3 2 2 2
"608" 608 "Hombre" 81 20 1 5 1 3 2 1 1 3 5 2
"609" 609 "Hombre" 80 13 2 5 4 3 1 4 4 4 4 3
"610" 610 "Mujer" 70 5 3 4 5 1 2 2 3 2 2 2
"611" 611 "Hombre" 77 12 NA 1 3 1 1 3 3 3 1 4
"612" 612 "Mujer" 73 14 5 5 4 2 5 1 3 1 1 3
"613" 613 "Mujer" 77 10 2 1 3 3 5 4 4 2 5 1
"614" 614 "Hombre" 68 15 5 5 1 1 4 5 3 1 4 3
"615" 615 "Mujer" 75 9 2 2 5 5 2 3 4 5 2 5
"616" 616 "Mujer" 79 12 NA 1 3 4 5 3 2 5 1 3
"617" 617 "Hombre" 77 1 5 2 1 3 4 1 2 5 1 1
"618" 618 "Hombre" 62 14 4 3 1 5 4 1 5 5 5 5
"619" 619 "Hombre" 81 9 4 3 4 2 5 1 2 5 1 1
"620" 620 "Hombre" 74 4 1 4 1 2 1 1 5 4 3 1
"621" 621 "Mujer" 84 12 5 5 5 1 5 3 2 3 4 5
"622" 622 "Mujer" 60 20 5 5 5 5 3 4 5 3 3 5
"623" 623 "Hombre" 67 6 NA 2 1 3 4 5 2 3 2 2
"624" 624 "Mujer" 79 9 NA 3 3 4 2 1 5 3 4 2
"625" 625 "Hombre" 81 19 5 5 3 1 3 3 5 5 3 1
"626" 626 "Hombre" 72 18 3 1 1 1 5 5 1 2 3 2
"627" 627 "Hombre" 67 16 1 1 4 2 5 2 1 2 5 2
"628" 628 "Mujer" 85 19 2 3 4 2 5 2 5 3 2 4
"629" 629 "Mujer" 60 6 5 2 5 5 2 4 4 1 4 1
"630" 630 "Hombre" 62 16 4 5 1 2 3 3 1 2 3 2
"631" 631 "Mujer" 62 20 5 1 4 3 3 5 2 2 5 4
"632" 632 "Mujer" 62 10 4 4 5 1 2 2 1 1 5 5
"633" 633 "Mujer" 69 18 NA 5 1 2 2 2 2 2 3 3
"634" 634 "Hombre" 85 12 4 1 2 4 2 3 4 2 4 5
"635" 635 "Hombre" 60 2 4 1 4 3 1 1 1 4 2 1
"636" 636 "Mujer" 82 9 4 1 3 4 5 5 1 3 3 1
"637" 637 "Mujer" 84 5 1 1 3 3 1 4 1 4 4 4
"638" 638 "Hombre" 79 1 NA 4 3 1 4 4 2 1 1 2
"639" 639 "Mujer" 69 3 5 1 2 4 5 1 3 1 5 5
"640" 640 "Hombre" 61 11 4 3 2 3 2 4 1 1 1 3
"641" 641 "Mujer" 64 2 NA 3 2 2 1 2 1 2 2 4
"642" 642 "Hombre" 68 2 2 5 4 3 1 1 5 5 1 2
"643" 643 "Hombre" 74 13 1 5 5 4 2 4 3 3 4 4
"644" 644 "Mujer" 82 10 1 3 4 5 1 4 1 5 4 2
"645" 645 "Hombre" 65 8 4 4 3 2 2 2 2 1 5 3
"646" 646 "Hombre" 68 3 1 4 2 3 2 5 2 1 1 3
"647" 647 "Hombre" 78 13 5 4 4 2 5 2 5 5 4 3
"648" 648 "Mujer" 79 11 5 2 2 2 2 3 3 1 2 5
"649" 649 "Mujer" 83 19 1 1 2 3 1 4 1 3 5 3
"650" 650 "Hombre" 67 19 NA 4 5 2 4 4 5 3 1 1
"651" 651 "Hombre" 64 12 5 1 3 1 4 5 1 5 2 2
"652" 652 "Mujer" 79 13 1 1 1 4 4 3 3 1 2 3
"653" 653 "Mujer" 79 1 1 3 5 3 3 4 4 5 4 1
"654" 654 "Mujer" 84 15 5 3 5 2 3 3 1 5 3 2
"655" 655 "Mujer" 61 8 NA 4 3 2 3 1 5 1 3 4
"656" 656 "Hombre" 60 20 2 4 2 2 3 2 4 5 2 2
"657" 657 "Mujer" 63 10 2 4 2 4 5 5 4 1 3 4
"658" 658 "Mujer" 81 2 2 4 2 3 2 2 3 4 1 3
"659" 659 "Mujer" 60 20 2 1 4 5 3 4 2 2 5 2
"660" 660 "Mujer" 76 3 NA 5 5 4 1 5 1 4 1 5
"661" 661 "Mujer" 64 10 3 5 1 5 3 1 4 1 2 3
"662" 662 "Mujer" 72 5 1 5 1 2 1 3 4 5 1 3
"663" 663 "Mujer" 69 13 5 4 4 4 5 4 2 5 3 1
"664" 664 "Hombre" 85 17 2 3 5 4 3 3 3 3 4 2
"665" 665 "Mujer" 69 15 5 1 5 2 3 3 2 1 4 2
"666" 666 "Mujer" 70 13 1 5 5 5 2 2 3 1 2 2
"667" 667 "Hombre" 70 17 2 3 5 2 3 5 3 2 5 3
"668" 668 "Hombre" 76 5 1 1 2 1 5 5 4 2 1 3
"669" 669 "Hombre" 83 19 3 1 5 3 3 1 3 1 4 1
"670" 670 "Mujer" 76 8 5 4 2 2 3 3 3 1 3 4
"671" 671 "Hombre" 85 17 1 5 1 3 2 2 4 1 2 3
"672" 672 "Mujer" 74 7 3 2 4 5 4 3 2 4 5 5
"673" 673 "Mujer" 80 6 5 3 4 1 5 5 5 4 2 4
"674" 674 "Hombre" 68 9 4 1 2 4 3 4 3 3 4 5
"675" 675 "Hombre" 60 11 3 2 3 4 1 5 3 5 2 4
"676" 676 "Hombre" 61 20 2 5 4 2 2 4 5 5 5 2
"677" 677 "Mujer" 64 16 1 2 3 1 2 5 1 1 1 5
"678" 678 "Hombre" 71 13 2 2 4 3 2 5 1 5 3 5
"679" 679 "Mujer" 82 12 NA 1 2 1 1 5 5 3 3 1
"680" 680 "Hombre" 66 6 NA 1 4 3 2 4 3 1 4 3
"681" 681 "Mujer" 81 2 5 3 3 2 1 3 3 2 1 5
"682" 682 "Hombre" 75 18 NA 3 4 5 2 3 5 4 5 2
"683" 683 "Hombre" 72 13 NA 1 3 1 4 5 1 5 3 1
"684" 684 "Hombre" 83 9 3 4 1 4 1 4 3 2 5 4
"685" 685 "Mujer" 70 3 NA 2 3 1 3 1 4 2 4 1
"686" 686 "Hombre" 76 11 3 2 2 1 5 4 3 1 3 5
"687" 687 "Hombre" 66 7 5 4 5 1 2 5 1 4 3 1
"688" 688 "Mujer" 80 15 2 1 3 1 3 5 1 4 5 5
"689" 689 "Mujer" 80 11 3 4 2 1 4 1 3 3 2 1
"690" 690 "Mujer" 69 7 NA 1 2 1 4 3 5 5 2 5
"691" 691 "Mujer" 74 5 3 4 5 5 1 3 3 5 3 5
"692" 692 "Hombre" 73 13 4 2 4 3 3 3 4 2 5 1
"693" 693 "Mujer" 74 19 5 4 3 5 2 2 5 1 4 2
"694" 694 "Mujer" 69 12 4 3 2 2 5 3 5 3 3 3
"695" 695 "Mujer" 67 3 4 1 3 3 3 1 1 1 5 4
"696" 696 "Hombre" 61 3 1 5 4 4 3 1 2 4 3 1
"697" 697 "Hombre" 65 10 1 3 3 4 4 1 2 2 5 3
"698" 698 "Mujer" 79 11 3 3 4 2 3 4 3 4 1 5
"699" 699 "Hombre" 76 6 NA 2 3 3 3 1 2 2 4 4
"700" 700 "Hombre" 76 12 4 2 2 5 2 4 1 2 5 3
"701" 701 "Hombre" 66 3 1 1 3 3 4 2 2 1 4 4
"702" 702 "Mujer" 69 9 NA 1 2 2 1 1 1 4 5 4
"703" 703 "Hombre" 80 13 4 5 2 2 5 1 1 1 3 2
"704" 704 "Mujer" 81 2 NA 4 5 5 1 4 2 5 2 5
"705" 705 "Hombre" 78 16 4 4 4 3 5 1 4 5 1 5
"706" 706 "Hombre" 77 16 NA 1 5 3 1 4 4 4 2 5
"707" 707 "Mujer" 76 1 3 3 1 5 3 3 4 5 2 2
"708" 708 "Mujer" 65 4 1 2 5 2 3 1 3 3 2 1
"709" 709 "Mujer" 78 13 3 4 1 1 1 1 2 5 4 3
"710" 710 "Hombre" 69 10 NA 1 3 2 5 3 2 2 1 2
"711" 711 "Mujer" 61 15 3 2 4 5 3 3 3 3 4 4
"712" 712 "Mujer" 77 2 3 3 5 5 3 2 3 5 4 5
"713" 713 "Mujer" 62 19 NA 4 4 4 3 1 1 5 1 4
"714" 714 "Mujer" 62 14 4 3 5 1 4 2 1 4 1 4
"715" 715 "Mujer" 69 2 NA 4 5 3 3 1 5 4 3 5
"716" 716 "Mujer" 60 14 3 3 1 4 4 5 5 2 1 2
"717" 717 "Mujer" 74 10 NA 5 3 1 1 5 1 3 2 2
"718" 718 "Mujer" 83 15 4 1 3 5 4 3 5 4 2 1
"719" 719 "Mujer" 80 5 2 2 4 1 2 1 2 2 5 3
"720" 720 "Mujer" 61 18 4 2 2 2 2 5 2 3 5 5
"721" 721 "Mujer" 78 1 3 3 2 5 3 4 1 5 5 1
"722" 722 "Hombre" 70 20 3 2 3 1 5 1 3 5 1 1
"723" 723 "Hombre" 80 18 3 2 4 5 2 2 2 5 2 1
"724" 724 "Mujer" 71 8 NA 2 4 4 4 5 5 2 1 5
"725" 725 "Mujer" 76 11 4 5 5 4 3 3 5 2 2 4
"726" 726 "Mujer" 61 12 4 2 3 3 5 3 2 2 2 3
"727" 727 "Mujer" 69 7 1 3 2 1 5 3 5 4 4 3
"728" 728 "Mujer" 72 19 3 4 3 1 4 2 1 4 4 5
"729" 729 "Hombre" 84 13 1 3 5 2 2 3 4 4 1 4
"730" 730 "Hombre" 75 15 4 4 1 5 5 4 4 4 3 2
"731" 731 "Mujer" 81 18 4 2 4 5 1 5 2 4 3 5
"732" 732 "Mujer" 73 12 3 4 2 1 2 3 1 1 3 2
"733" 733 "Mujer" 71 7 NA 2 4 2 3 1 2 4 1 4
"734" 734 "Mujer" 80 10 NA 5 4 5 3 1 2 4 5 2
"735" 735 "Mujer" 73 15 5 4 4 4 5 1 3 1 1 1
"736" 736 "Hombre" 65 2 4 2 2 2 3 5 5 1 4 4
"737" 737 "Hombre" 60 11 4 2 5 5 5 5 3 5 3 1
"738" 738 "Hombre" 68 15 3 3 2 4 2 1 2 3 5 4
"739" 739 "Mujer" 71 3 2 5 2 3 5 4 5 1 4 3
"740" 740 "Mujer" 72 10 2 4 5 5 1 5 5 2 3 2
"741" 741 "Hombre" 85 4 1 1 5 5 1 4 1 4 5 5
"742" 742 "Mujer" 74 13 5 3 2 4 3 1 2 5 1 5
"743" 743 "Mujer" 75 10 5 4 1 3 3 4 3 2 2 1
"744" 744 "Hombre" 84 1 4 4 3 3 3 3 4 2 5 1
"745" 745 "Mujer" 61 10 2 3 4 5 3 4 4 2 5 5
"746" 746 "Hombre" 70 9 5 5 4 3 2 2 5 5 1 5
"747" 747 "Hombre" 71 10 2 4 1 1 1 1 1 3 2 3
